datum;gremium;top;titel;hinweis;abstimmungshinweis
2024-10-17;Marktgemeinderat;3.2;Hotel Bergkristall, Willis 8: Errichtung einer Tiefgarage und Chalets - Beschlussfassung (beschließend);Hotel Bergkristall, Willis 8: Erweiterung Wellness- und Fitnessbereich sowie teilweise Erneuerung der Balkonbrüstung auf der Süd-, West- und Nordseite Der Bauherr beabsichtigt den Baubestand an die Bedü rfnisse der Gäste anzupassen und entsprechend zu erweitern.;
2024-10-17;Marktgemeinderat;4;Bürgerkarte Oberstaufen (informativ);Der Tagesordnungspunkt galt so rein informativ und es wurde kein Beschluss über die Fassade gefasst. Der Entwurf und die Präsentation wird nun bis zur nächsten Sitz ung im November entsprechend überarbeitet. Weitere Planansichten können Sie auf unserer Homepa ge www.;
2024-10-17;Marktgemeinderat;4.1;Umstellung auf den DAHEIM PASS - informativ (informativ);Der Tagesordnungspunkt galt so rein informativ und es wurde kein Beschluss über die Fassade gefasst. Der Entwurf und die Präsentation wird nun bis zur nächsten Sitz ung im November entsprechend überarbeitet. Weitere Planansichten können Sie auf unserer Homepa ge www.;
2024-09-11;Marktgemeinderat;2.1;"Abwägungs- und Feststellungsbeschluss zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes ""Schlossberg Resort"" und zugleich 4. Änderung des Bebauungsplanes ""Stießberg"" (beschließend)";September 2024 Abwägungs- und Feststellungsbeschluss zur 17. Änder ung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes „Schlossberg Resort“ und zugleich 4. Änderung des B ebauungsplanes „Stießberg“ Der Marktgemeinderat stimmte den Abwägungs- und Beschlussempfehlungen zu den Stellungnahmen einstimmig ohne Änderung zu.;einstimmig
2024-09-11;Marktgemeinderat;2.2;"Abwägungsbeschluss zum vorhabensbezogenen Bebauungsplan ""Schlossberg Resort"" (beschließend)";Änder ung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes „Schlossberg Resort“ und zugleich 4. Änderung des B ebauungsplanes „Stießberg“ Der Marktgemeinderat stimmte den Abwägungs- und Beschlussempfehlungen zu den Stellungnahmen einstimmig ohne Änderung zu.;einstimmig
2024-09-11;Marktgemeinderat;3;Bauantrag zum Um- und Erweiterungsbau des Hotelbetriebes mit Verbindungsgang Meerau 34, Fl.-Nr. 1738 Gemarkung Oberstaufen - Beschlussfassung (beschließend);Bauantrag zum Um- und Erweiterungsbau des Hotelbetr iebes mit Verbindungsgang Meerau 34, Fl.-Nr. 1738 Gemarkung Oberstaufen Der Marktgemeinderat hat mit Beschluss vom 13.07.20 23 dem vorhabenbezogenen Bebauungsplan „Haubers Naturresort“ gem.;
2024-09-11;Marktgemeinderat;4.1;Optische Kanalinspektion Buflings und Oberstaufen Nord - Beschlussfassung (beschließend);Optische Kanalinspektion Buflings und Oberstaufen Nord Im Rahmen der Eigenüberwachungsverordnung wurden zw ei Teilbereiche der Entsorgungsleitungen zur Kanalreinigung und Zustand serfassung ausgeschrieben. Die Ausschreibung umfasst Schmutz- und Mischwasserk analisation sowie Anschlussleitungen und ist in zwei Lose gegliedert: Los I Buflings, Ausführung Herbst 2024 - 1.;
2024-09-11;Marktgemeinderat;4.2;Grabenlose Kanalsanierung Weißachtal - informativ (informativ);Grabenlose Kanalsanierung Weißachtal Die grabenlose Kanalsanierung wurde in einem öffent lichen Verfahren ausgeschrieben. Insgesamt 9 Firmen haben die Unterl agen angefordert. Bei der Angebotseröffnung am 30. August 2024 gingen vier An gebote ein.;
2024-09-11;Marktgemeinderat;5;Sachstandsbericht zur Freiflächen-Photovoltaikanlage im Moos - informativ (informativ);Sachstandsbericht zur Freiflächen-Photovoltaikanlage im Moos In der Marktgemeinderatssitzung vom 16.05.2024 wurde beschlossen, in Abstimmung mit den Nachbarn einer Freiflächen PV-Anlage näher zu treten. Bekannt war zu dieser Zeit bereits, dass jeder Grundstückseigentümer eine eigene Anlage bauen muss, um aufgrund der Größe nicht in die Verpflichtung eines Neubaus für eine dann erforderliche Trafostation zu kommen.;
2024-09-11;Marktgemeinderat;6;Antrag auf Investitionszuschuss des Trachten- und Heimatvereins Steibis e. V. für Brandschutzsanierung Festhalle Steibis - Beschlussfassung (beschließend);Bauantrag zum Um- und Erweiterungsbau des Hotelbetr iebes mit Verbindungsgang Meerau 34, Fl.-Nr. 1738 Gemarkung Oberstaufen Der Marktgemeinderat hat mit Beschluss vom 13.07.20 23 dem vorhabenbezogenen Bebauungsplan „Haubers Naturresort“ gem.;
2024-09-11;Marktgemeinderat;7;Freibad Thalkirchdorf: Ergebnis der verbindlichen Auskunft beim Finanzamt - Beschlussfassung (beschließend);Entsprechen d dem zwischen dem Markt Oberstaufen und Vorhabensträger Nikolaus Hauber zum vorhabenbezogenen Bebauungsplan geschlossenen Durchführungsvertrages beabsichtigt Herr Hauber die Baugenehmigung für den ersten Bauabschnitt beim Lan dratsamt Oberallgäu zu beantragen. Nach Abstimmung mit dem Markt Oberstauf en und dem Landratsamt Oberallgäu sollen für den ersten Bauabschnitt drei Bauanträge gestellt werden. Dies;
2024-09-11;Marktgemeinderat;8;Regiebetrieb Wasserwerk Oberstaufen: Jahresabschluss 2019 - Beschlussfassung (beschließend);Regiebetrieb Wasserwerk Oberstaufen: Jahresabschluss 2019 Für 2019 wurde erstmalig nur ein steuerlicher Jahre sabschluss erstellt, da aufgrund des Regiebetriebs kein zusätzlicher handelsrechtlic her Jahresabschluss erforderlich ist. Der Jahresabschluss inkl. Körperschaft- und Gewerbesteuererklärung 2019 wurde von der Steuerkanzlei asr PartGmbB erstellt, vorber eitet wurden Bilanz und GuV von der Kämmerei, Sachgebiet ;
2024-09-11;Marktgemeinderat;9;Oberstaufen Tourismus Marketing GmbH (OTM): Jahresabschluss 2023 - Beschlussfassung (beschließend);Regiebetrieb Wasserwerk Oberstaufen: Jahresabschluss 2019 Für 2019 wurde erstmalig nur ein steuerlicher Jahre sabschluss erstellt, da aufgrund des Regiebetriebs kein zusätzlicher handelsrechtlic her Jahresabschluss erforderlich ist. Der Jahresabschluss inkl. Körperschaft- und Gewerbesteuererklärung 2019 wurde von der Steuerkanzlei asr PartGmbB erstellt, vorber eitet wurden Bilanz und GuV von der Kämmerei, Sachgebiet ;
2024-09-11;Marktgemeinderat;10;Aquaria Erlebnisbad Betriebs GmbH: Jahresabschluss 2023 - Beschlussfassung (beschließend);Regiebetrieb Wasserwerk Oberstaufen: Jahresabschluss 2019 Für 2019 wurde erstmalig nur ein steuerlicher Jahre sabschluss erstellt, da aufgrund des Regiebetriebs kein zusätzlicher handelsrechtlic her Jahresabschluss erforderlich ist. Der Jahresabschluss inkl. Körperschaft- und Gewerbesteuererklärung 2019 wurde von der Steuerkanzlei asr PartGmbB erstellt, vorber eitet wurden Bilanz und GuV von der Kämmerei, Sachgebiet ;
2024-07-11;Marktgemeinderat;2;Vereidigung von Herrn Johannes Lingg als Marktgemeinderatsmitglied;Juli 2024 Vereidigung von Herrn Johannes Lingg als Marktgemeinderatsmitglied Der Marktgemeinderat hat in seiner Sitzung vom 16. Mai 2024 Herrn Johannes Lingg als nachrückenden Listennachfolger für den ausgesch iedenen Hans-Jörg Lingg zum Marktgemeinderatsmitglied berufen.;
2024-07-11;Marktgemeinderat;3;Neubesetzung von Ausschüssen und anderen Gremien - Beschlussfassung;Neubesetzung von Ausschüssen und anderen Gremien Aufgrund des Ausscheidens von Hans-Jörg Lingg aus dem Marktgemeinderat und der im vorangegangenen Tagesordnungspunkt vorgenommenen Vereidigung von Herrn Johannes Lingg als neues Marktgemeinderatsmitglied ist die Besetzung von Ausschüssen und anderen Gremien neu zu bestimmen.;
2024-07-11;Marktgemeinderat;4;Bauvorhaben Hugo-von-Königsegg-Straße 10: Abriss des Bestandsgebäudes und Neuerrichtung eines Geschäftshauses - Beschlussfassung (beschließend);Der Marktgemeinderat beschloss einstimmig, dass Herr Johannes Lingg in folgenden Ausschüssen und Gremien an Stelle von Herrn Hans-Jörg Lingg Mitglied wird: - Mitglied im Haupt- und Finanzausschuss - Mitglied im Tourismusausschuss - Stellvertretendes Mitglied im Rechnungsprüfungsau sschuss - Mitglied im Aufsichtsrat der Oberstaufen Tourismu s Marketing GmbH - Mitglied im Aufsichtsrat der Aquaria Erlebnisbad Betriebs G;einstimmig
2024-07-11;Marktgemeinderat;5.1;"Wiederholung des Billigungs- und Auslegungsbeschlusses zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes ""Schlossberg Resort"" (beschließend)";Wiederholung des Billigungs- und Auslegungsbeschlus ses zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbe zogenen Bebauungsplanes „Schlossberg Resort“ Der Marktgemeinderat des Marktes Oberstaufen beauft ragte die Verwaltung, die förmliche Beteiligung der Öffentlichkeit gemäß § 3 Abs.;
2024-07-11;Marktgemeinderat;5.2;"Wiederholung des Billigungs- und Auslegungsbeschlusses zum vorhabenbezogenen Bebauungsplan ""Schlossberg Resort"" (beschließend)";Wiederholung des Billigungs- und Auslegungsbeschlus ses zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbe zogenen Bebauungsplanes „Schlossberg Resort“ Der Marktgemeinderat des Marktes Oberstaufen beauft ragte die Verwaltung, die förmliche Beteiligung der Öffentlichkeit gemäß § 3 Abs.;
2024-07-11;Marktgemeinderat;5.3;"Festsetzungsbeschluss zur 18. Änderung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes ""Schindelberg - Fluhstraße 26"" (ehem. Homberger Hütte) (beschließend)";Änderung des Flächennutzungsplanes im Bereich des vorhabenbe zogenen Bebauungsplanes „Schlossberg Resort“ Der Marktgemeinderat des Marktes Oberstaufen beauft ragte die Verwaltung, die förmliche Beteiligung der Öffentlichkeit gemäß § 3 Abs. 2 BauGB zu wiederholen.;
2024-07-11;Marktgemeinderat;5.4;"Bekanntgabe des Durchführungsvertrages zum vorhabenbezogenen Bebauungsplan ""Schindelberg - Fluhstraße 26"" (ehem. Homberger Hütte) (informativ)";"Mauz) durch einen Neubau zu ersetzen; es soll eine Tiefgarage e ntstehen und das gemeindliche Nachbargrundstück (Fl.-Nr. 32; Garagenbau) mit in d ie Umbaumaßnahmen eingebunden werden. Ein Umbau des bestehenden Gesch äftshauses „Hugo-von- Königsegg-Straße 5“ zu den erforderlichen Standards ist aus verschiedenen Gründen nicht machbar.";
2024-07-11;Marktgemeinderat;5.5;"Abwägungs- und Satzungsbeschluss zum vorhabenbezogenen Bebauungsplan ""Schindelberg - Fluhstraße 26"" (ehem. Homberger Hütte) (beschließend)";"Mauz) durch einen Neubau zu ersetzen; es soll eine Tiefgarage e ntstehen und das gemeindliche Nachbargrundstück (Fl.-Nr. 32; Garagenbau) mit in d ie Umbaumaßnahmen eingebunden werden. Ein Umbau des bestehenden Gesch äftshauses „Hugo-von- Königsegg-Straße 5“ zu den erforderlichen Standards ist aus verschiedenen Gründen nicht machbar.";
2024-07-11;Marktgemeinderat;6;Förderung des ländlichen Raums im ELER-Verfahren: Wegebau in Döbelisried, Laufenegg, Hinterreute, Vorderreute - Beschlussfassung (beschließend);Förderung des ländlichen Raums im ELER-Verfahren: W egebau in Döbelisried, Laufenegg, Hinterreute und Vorderreute Aktuell sind im Flurbereinigungsverfahren der ländl ichen Entwicklung keine Gelder mehr vorhanden. Vom Amt wird deshalb empfohlen sich doch im ELER-Verfahren in der Förderperiode 2023 – 2027 zu bewerben. Hierzu e rfolgt dann die Vergabe der Zuschussgelder nach einem bestimmten Punkterankingv erfahren.;
2024-07-11;Marktgemeinderat;8;Ortsdurchfahrt Lindauer Straße: Baustandsbericht - informativ (informativ);Der Marktgemeinderat beschloss einstimmig, dass Herr Johannes Lingg in folgenden Ausschüssen und Gremien an Stelle von Herrn Hans-Jörg Lingg Mitglied wird: - Mitglied im Haupt- und Finanzausschuss - Mitglied im Tourismusausschuss - Stellvertretendes Mitglied im Rechnungsprüfungsau sschuss - Mitglied im Aufsichtsrat der Oberstaufen Tourismu s Marketing GmbH - Mitglied im Aufsichtsrat der Aquaria Erlebnisbad Betriebs G;einstimmig
2024-05-16;Marktgemeinderat;4;Erstellung eines Verkehrs- und Parkraumkonzeptes, Zwischenbericht Bestandsaufnahme;"Mai 2024 Erstellung eines Verkehrs - und Parkraumkonzeptes; Zwischenbericht zur Bestandsaufnahme Der Markt Oberstaufen beauftragte die Bernard Gruppe ZT GmbH im letzten Jahr mit der Erstellung eines Verkehrs- und Parkraumkonzeptes für den Kernort Oberstaufen.";
2024-05-16;Marktgemeinderat;5;Feststellung und Entlastung der Jahresrechnung 2022 des Marktes Oberstaufen - Beschlussfassung (beschließend);Feststellung und Entlastung der Jahresrechnung 2022 des Marktes Oberstaufen Der Marktgemeinderat stellte die Jahresrechnung 2022 (Art. 102 GO) mit folgendem Ergebnis fest: der Verwaltungshaushalt fasste Einnahmen und Ausgaben in Höhe von jeweils 26.;
2024-05-16;Marktgemeinderat;6;Bekanntmachung der Jahresrechnung 2023 des Marktes Oberstaufen - Beschlussfassung (beschließend);Feststellung und Entlastung der Jahresrechnung 2022 des Marktes Oberstaufen Der Marktgemeinderat stellte die Jahresrechnung 2022 (Art. 102 GO) mit folgendem Ergebnis fest: der Verwaltungshaushalt fasste Einnahmen und Ausgaben in Höhe von jeweils 26.;
2024-05-16;Marktgemeinderat;7;"Bauleitplanung; 1. Änderung des Bebauungsplanes ""Auf der Halde"" Wiedemannsdorf - Beratung der verschiedenen Planungsvorschläge zum flächensparenden Bauen (beschließend)";Änderung des Bebauungsplanes „Auf der Halde“, Wiedemannsdorf – Beratung der verschiedenen Planungsvorschläge zum flächensparenden Bauen In der Sitzung des Marktgemeinderates am 14.09.2023 wurde die Änderung des Bebauungsplanes beschlossen, um eine dichtere Bebauung zu erreichen.;
2024-05-16;Marktgemeinderat;8;"Hugo-v.-Königsegg-Str. 10, Fl.-Nr. 164/7, Gemarkung Oberstaufen; Vorstellung des Konzeptes zur Neubebauung mit einem Geschäftshaus (informativ)";"Mai 2024 Erstellung eines Verkehrs - und Parkraumkonzeptes; Zwischenbericht zur Bestandsaufnahme Der Markt Oberstaufen beauftragte die Bernard Gruppe ZT GmbH im letzten Jahr mit der Erstellung eines Verkehrs- und Parkraumkonzeptes für den Kernort Oberstaufen.";
2024-05-16;Marktgemeinderat;9;Errichtung einer Freiflächen-Photovoltaik-Anlage im Moos - Beschlussfassung (beschließend);- 5 - Errichtung einer Freiflächen-Photovoltaik-Anlage im Moos Im Bereich Im Moos soll von einem Privateigentümer eine privilegierte Freiflächen - Photovoltaik-Anlage entlang der Bahnlinie entstehen. Direkt anschließend befindet sich eine Fläche des Marktes mit ca. 900 m², die sich ebenfalls anbieten würde. Der Marktgemeinderat steht dem privilegierten Projekt positiv gegenüber und beschloss einstimmig die gemeindlic;einstimmig
2024-05-16;Marktgemeinderat;10.1;Örtliche Bedarfsplanung für das Jahr 2024/2025 - Beschlussfassung (beschließend);"Mai 2024 Erstellung eines Verkehrs - und Parkraumkonzeptes; Zwischenbericht zur Bestandsaufnahme Der Markt Oberstaufen beauftragte die Bernard Gruppe ZT GmbH im letzten Jahr mit der Erstellung eines Verkehrs- und Parkraumkonzeptes für den Kernort Oberstaufen.";
2024-05-16;Marktgemeinderat;10.2;Neuerlass der Gebührensatzung für den Kindergarten Thalkirchdorf und Naturkindergarten - Beschlussfassung (beschließend);Peter und Paul, Oberstaufen 3 Krippengruppen zu je 12 Plätzen 36 Krippenplätze Kindergarten Thalkirchdorf 1 Krippengruppe mit 12 Plätzen 12 Krippenplätze Gesamt 48 Krippenplätze Kindergartenplätze für über 3 -jährige Kinder bis zum Schuleintritt in Tageseinrichtungen St. Peter und Paul 4 Regelgruppen zu je 25 Plätzen 1 Inklusionsgruppe zu 15 Plätze 110 Kindergartenplätze 15 Kindergartenplätze Thalkirchdorf 3 Regelgru;
2024-05-16;Marktgemeinderat;11;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);"Mai 2024 Erstellung eines Verkehrs - und Parkraumkonzeptes; Zwischenbericht zur Bestandsaufnahme Der Markt Oberstaufen beauftragte die Bernard Gruppe ZT GmbH im letzten Jahr mit der Erstellung eines Verkehrs- und Parkraumkonzeptes für den Kernort Oberstaufen. Einen Zwischenbericht zur bisher durchgeführten Analyse der Verkehrsströme und der Parkraumnutzung gab es dazu jetzt in der Marktgemeinderatssitzung.";
2024-04-11;Marktgemeinderat;2;Einzelhandels- und Gastronomiekonzept: Zwischenbericht Bestandserhebung, Ergebnisse der Umfrage - informativ (informativ);April 2024 Einzelhandels- und Gastronomiekonzept: Zwischenbericht Bestandserhebung und Ergebnisse der Umfrage Der Markt Oberstaufen beauftragte die Gesellschaft für Markt - und Absatzforschung mbH (GMA) zur Erstellung eines Einzelhandels - und Gastronomiekonzeptes für das Ortszentrum Oberstaufen.;
2024-04-11;Marktgemeinderat;3.1;"Abwägungsbeschluss der Eingaben und Einwendungen aus der frühzeitigen Beteiligung; Billigungs- und Auslegungsbeschluss zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes ""Schlossberg Resort"" (beschließend)";"Abwägungsbeschluss der Eingaben und Einwendungen aus der frühzeitigen Beteiligung; Billigungs - und Auslegungsbeschluss zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes „Schlossberg Resort“ 1.";
2024-04-11;Marktgemeinderat;3.2;"Abwägungsbeschluss der Eingaben und Einwendungen aus der frühzeitigen Beteiligung; Billigungs- und Auslegungsbeschluss zum vorhabenbezogenen Bebauungsplan ""Schlossberg Resort"", Stießberg; zugleich 4. Änderung des Bebauungsplanes Stießberg (beschließend)";"Abwägungsbeschluss der Eingaben und Einwendungen aus der frühzeitigen Beteiligung; Billigungs - und Auslegungsbeschluss zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes „Schlossberg Resort“ 1.";
2024-04-11;Marktgemeinderat;4.1;Oberflächenbehandlung von Straßen im Gemeindegebiet - Beschlussfassung (beschließend);Oberflächenbehandlung von Straßen im Gemeindegebiet Der Marktgemeinderat beschloss einstimmig, den Auftrag für die Oberflächenbehandlung von Straßen und Wanderwege an die Firma Babic aus Igling zu den Konditionen der vom Landkreis durchgeführten Ausschreibung zu vergeben.;einstimmig
2024-04-11;Marktgemeinderat;4.2;Straßensanierungsmaßnahmen 2024 - Beschlussfassung (beschließend);April 2024 Einzelhandels- und Gastronomiekonzept: Zwischenbericht Bestandserhebung und Ergebnisse der Umfrage Der Markt Oberstaufen beauftragte die Gesellschaft für Markt - und Absatzforschung mbH (GMA) zur Erstellung eines Einzelhandels - und Gastronomiekonzeptes für das Ortszentrum Oberstaufen.;
2024-03-14;Marktgemeinderat;2;Oberstaufen Tourismus Marketing GmbH, Wirtschaftsplan 2024 - Beschlussfassung (beschließend);März 2024 Oberstaufen Tourismus Marketing GmbH: Wirtschaftsplan 2024 Die OTM GmbH stellte den Wirtschaftsplan 2024 vor. Er schließt im Erfolgsplan mit Erträgen und Aufwendungen jeweils in Höhe von 7.;
2024-03-14;Marktgemeinderat;3;Tourismus Eigenbetrieb Oberstaufen, Wirtschaftsplan 2024 - Beschlussfassung (beschließend);März 2024 Oberstaufen Tourismus Marketing GmbH: Wirtschaftsplan 2024 Die OTM GmbH stellte den Wirtschaftsplan 2024 vor. Er schließt im Erfolgsplan mit Erträgen und Aufwendungen jeweils in Höhe von 7.;
2024-03-14;Marktgemeinderat;4;Genehmigung Haushaltsplan mit Haushaltssatzung 2024 samt Anlagen - Beschlussfassung (beschließend);März 2024 Oberstaufen Tourismus Marketing GmbH: Wirtschaftsplan 2024 Die OTM GmbH stellte den Wirtschaftsplan 2024 vor. Er schließt im Erfolgsplan mit Erträgen und Aufwendungen jeweils in Höhe von 7.;
2024-03-14;Marktgemeinderat;5;Bauvorhaben Schlossberg Resort: Festlegung des endgültigen Planungsentwurfs - Beschlussfassung (beschließend);Der Haushalt des Marktes Oberstaufen hat im Verwaltungshaushalt Einnahmen und Ausgaben in Höhe von 34 ,3 Mio. Euro und im Vermögenshaushalt Einnahmen und Ausgaben in Höhe von 12,3 Mio.;
2024-03-14;Marktgemeinderat;6;"Bauleitplanverfahren; Satzungsbeschluss zum vorhabenbezogenen Bebauungsplan ""Am Stießberg - Bauvorhaben Schöttner"" (beschließend)";Bauvorhaben Schlossberg Resort: Festlegung des endgültigen Planungsentwurfs In der vom Bauherrn freiwillig durchgeführten vorzeitigen B ehörden- und Bürgerbeteiligung gingen verschiedene Anmerkungen zu dem beschlossenen Siegerentwurf ein.;
2024-03-14;Marktgemeinderat;7;Ehemaliges Krankenhaus, Schloßstraße 28 (beschließend);Ehemaliges Krankenhaus, Schloßstraße 28 Auftragsvergabe für die Planungsleistungen zu Statik und Heizung, Lüftung, Sanitär, Elektrik Für die Planungsleistungen „Statik“ und „Heizung / Lüftung / Sanitär / Elektro (HLSE)“ wurden entsprechende VGV -Verfahren durchgeführt. Der Marktgemeinderat beschloss einstimmig nachfolgende Aufträge zu vergeben Statik: Ing.;einstimmig
2024-03-14;Marktgemeinderat;7.1;Auftragsvergabe für die Planungsleistungen zu Statik und Heizung, Lüftung, Sanitär, Elektrik - Beschlussfassung (beschließend);Der Haushalt des Marktes Oberstaufen hat im Verwaltungshaushalt Einnahmen und Ausgaben in Höhe von 34 ,3 Mio. Euro und im Vermögenshaushalt Einnahmen und Ausgaben in Höhe von 12,3 Mio.;
2024-03-14;Marktgemeinderat;7.2;Information zu aktualisierten Wohnungsgrundrissplänen (informativ);März 2024 in einer Bürgerinformationsveranstaltung gemeinsam mit der Firma Geiger im Kurhaus vorgestellt. Um im Bauleitplanverfahren den nächsten Schritt einzuleiten (Auswertung der Beteiligung und Abwägung) hatte sich der Marktgemeinderat nun auf eine Variante festzulegen.;
2024-03-14;Marktgemeinderat;8;Tourismus Eigenbetrieb Oberstaufen (TEO) (beschließend);März 2024 Oberstaufen Tourismus Marketing GmbH: Wirtschaftsplan 2024 Die OTM GmbH stellte den Wirtschaftsplan 2024 vor. Er schließt im Erfolgsplan mit Erträgen und Aufwendungen jeweils in Höhe von 7.281.696,00 Euro ab, was zu einem Jahresergebnis in Höhe von 0,00 Euro führt.;
2024-03-14;Marktgemeinderat;8.1;Beschaffung Wanderwegpflegegerät (Zuschussantrag) - Beschlussfassung (beschließend);Der Haushalt des Marktes Oberstaufen hat im Verwaltungshaushalt Einnahmen und Ausgaben in Höhe von 34 ,3 Mio. Euro und im Vermögenshaushalt Einnahmen und Ausgaben in Höhe von 12,3 Mio.;
2024-03-14;Marktgemeinderat;8.2;Ersatzbeschaffung Transportfahrzeug für Gärtnereibetrieb - Beschlussfassung (beschließend);Der Haushalt des Marktes Oberstaufen hat im Verwaltungshaushalt Einnahmen und Ausgaben in Höhe von 34 ,3 Mio. Euro und im Vermögenshaushalt Einnahmen und Ausgaben in Höhe von 12,3 Mio.;
2024-03-14;Marktgemeinderat;9;"Beteiligung am Projekt ""Gästeticket Bus und Bahn"" des Landkreises Oberallgäu und der Stadt Kempten - Beschlussfassung (beschließend)";Bauvorhaben Schlossberg Resort: Festlegung des endgültigen Planungsentwurfs In der vom Bauherrn freiwillig durchgeführten vorzeitigen B ehörden- und Bürgerbeteiligung gingen verschiedene Anmerkungen zu dem beschlossenen Siegerentwurf ein. Die wesentlichen Punkte , die Anlass für Bedenken waren, waren die Turmhöhe, eine mögliche Verschattung, die Fassadengestaltung in Richtung Ort sowie die Verkehrsanbindung.;
2024-03-14;Marktgemeinderat;10;Erlass einer Verordnung über das Offenhalten von Verkaufsstellen (verkaufsoffene Sonntage) - Beschlussfassung (beschließend);484,94 Euro aus und weist damit einen geplanten Überschuss in Höhe von 53.097,06 Euro aus. Der Vermögensplan ist mit Einnahmen und Ausgaben in Höhe von je 4.001.688,00 Euro ausgeglichen. Der Gesamtbetrag der im Vermögens - sowie Finanzplan vorgesehenen Kreditaufnahme wird auf 2.;
2024-02-08;Marktgemeinderat;2;Freibad Thalkirchdorf - Baubeschluss (beschließend);Februar 2024 Freibad Thalkirchdorf – Baubeschluss Seit vielen Jahren beschäftigt das Thema Freibad Thalkirchdorf das Gremium. In der Sitzung des Marktgemeinderates am 10. November 2022 hatte man sich auf den grundsätzlichen Planungsentwurf festgelegt.;
2024-02-08;Marktgemeinderat;3;Bebauungsplan Thalkirchdorf Mitte - Herstellung und Fortsetzung der festgesetzen Verkehrsfläche (Erschließungsstraße) - Beschlussfassung (beschließend);Februar 2024 Freibad Thalkirchdorf – Baubeschluss Seit vielen Jahren beschäftigt das Thema Freibad Thalkirchdorf das Gremium. In der Sitzung des Marktgemeinderates am 10. November 2022 hatte man sich auf den grundsätzlichen Planungsentwurf festgelegt.;
2024-02-08;Marktgemeinderat;4;Ortsdurchfahrt Oberstaufen, Auftragsvergabe BA 5.2 Lindauerstraße, Einkaufspromenade - Beschlussfassung;2 Lindauerstraße, Einkaufspromenade In der Sitzung des Marktgemeinderates vom 19. Oktober 2023 wurde die Umsetzung des Bauabschnitts 5.2 beschlossen und im Anschluss durch die Verwaltung die weiteren Schritte eingeleitet.;
2024-02-08;Marktgemeinderat;5;Färberhaus, Auftragsvergabe Anbau Aufzug - Beschlussfassung;2 Lindauerstraße, Einkaufspromenade In der Sitzung des Marktgemeinderates vom 19. Oktober 2023 wurde die Umsetzung des Bauabschnitts 5.2 beschlossen und im Anschluss durch die Verwaltung die weiteren Schritte eingeleitet. Die Planunterlagen wurden überarbeitet und angepasst und der Zuschussantrag eingereicht.;
2024-02-08;Marktgemeinderat;6;Bauhof, Auftragsvergabe Unimog - Beschlussfassung;2 Lindauerstraße, Einkaufspromenade In der Sitzung des Marktgemeinderates vom 19. Oktober 2023 wurde die Umsetzung des Bauabschnitts 5.2 beschlossen und im Anschluss durch die Verwaltung die weiteren Schritte eingeleitet. Die Planunterlagen wurden überarbeitet und angepasst und der Zuschussantrag eingereicht.;
2024-02-08;Marktgemeinderat;7;Gestaltung Ortseingang am Telekomgebäude, Rainwaldstr. 5, hier: Zuschussantrag - Beschlussfassung;Hierbei einigte man sich darauf, dass die Einbeziehung der Konstanzer Ach mit aufgeweitetem Gewässer entfallen soll, was sich insbesondere auf die laufenden Unterhaltskosten auswirken wird. Außerdem soll der Spielplatz beim Festsaal wegfallen, somit entfällt auch das zusätzliche Brückenbauwerk.;
2024-02-08;Marktgemeinderat;8;Pflastersanierung in der Fußgängerzone Schloßstraße bis Kirchplatz - Beschlussfassung;- 5 - Pflastersanierung in der Fußgängerzone Schloßstraße bis Kirchplatz Die bereits seit längerem anstehende Pflastersanierung in der inneren Schloßstraße sowie des Kirchplatzes soll in 2025 angegangen werden. Aufgrund der Größe dieser Fläche ist geplant, dass diese Maßnahme in zwei Bauabschnitten umgesetzt wird. Nach Rücksprache mit der Regierung von Schwaben ist eine Förderung über die Städtebauförderung möglich.;
2024-02-08;Marktgemeinderat;9;Antragstellung Richtlinien für Zuwendungen in wasserwirtschaftlichen Verfahren (RZWas), Härtefallregelung - Beschlussfassung (beschließend);Die Verwaltung wurde ermächtigt die entsprechenden Vergabeverfahren einzuleiten um dann die weitere Planung in Auftrag geben zu können. - 2 - Bebauungsplan Thalkirchdorf Mitte – Herstellung und Festsetzung der festgesetzten Verkehrsfläche (Erschließungsstraße) In der Ortsmitte Thalkirchdorf besteht seit 1963 der Bebauungsplan „Gemeinde Thalkirchdorf Neubaugebiet Ortsmitte“.;
