datum;gremium;top;titel;beschlussstatus;berichte;beschlusshinweis;abstimmungshinweis
2024-07-22;Tourismusausschuss;1;Anträge zur Tagesordnung;kein beschließender TOP-Titel;0;;
2024-07-22;Tourismusausschuss;2;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2024-07-22;Tourismusausschuss;3;Ersatzbeschaffung Fahrzeug - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-07-22;Tourismusausschuss;4;Auftragsvergaben: Umgestaltung Vorplatz Haus des Gastes - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-07-22;Tourismusausschuss;5;Anfragen und Bekanntgaben;kein beschließender TOP-Titel;0;;
2024-07-11;Marktgemeinderat;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;1;;
2024-07-11;Marktgemeinderat;2;Vereidigung von Herrn J. L. als Marktgemeinderatsmitglied;kein beschließender TOP-Titel;1;;
2024-07-11;Marktgemeinderat;3;Neubesetzung von Ausschüssen und anderen Gremien - Beschlussfassung;kein beschließender TOP-Titel;1;;
2024-07-11;Marktgemeinderat;4;Bauvorhaben Hugo-von-Königsegg-Straße 10: Abriss des Bestandsgebäudes und Neuerrichtung eines Geschäftshauses - Beschlussfassung (beschließend);beschließend vorgesehen;1;;einstimmig
2024-07-11;Marktgemeinderat;5;Bauleitplanung;kein beschließender TOP-Titel;1;;
2024-07-11;Marktgemeinderat;5.1;"Wiederholung des Billigungs- und Auslegungsbeschlusses zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes ""Schlossberg Resort"" (beschließend)";beschließend vorgesehen;1;Wiederholung des Billigungs- und Auslegungsbeschlus ses zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbe zogenen Bebauungsplanes „Schlossberg Resort“ Der Marktgemeinderat des Marktes Oberstaufen beauft ragte die Verwaltung, die förmliche Beteiligung der Öffentlichkeit gemäß § 3 Abs.;
2024-07-11;Marktgemeinderat;5.2;"Wiederholung des Billigungs- und Auslegungsbeschlusses zum vorhabenbezogenen Bebauungsplan ""Schlossberg Resort"" (beschließend)";beschließend vorgesehen;1;Wiederholung des Billigungs- und Auslegungsbeschlus ses zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbe zogenen Bebauungsplanes „Schlossberg Resort“ Der Marktgemeinderat des Marktes Oberstaufen beauft ragte die Verwaltung, die förmliche Beteiligung der Öffentlichkeit gemäß § 3 Abs.;
2024-07-11;Marktgemeinderat;5.3;"Festsetzungsbeschluss zur 18. Änderung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes ""Schindelberg - Fluhstraße 26"" (ehem. Homberger Hütte) (beschließend)";beschließend vorgesehen;1;Änderung des Flächennutzungsplanes im Bereich des vorhabenbe zogenen Bebauungsplanes „Schlossberg Resort“ Der Marktgemeinderat des Marktes Oberstaufen beauft ragte die Verwaltung, die förmliche Beteiligung der Öffentlichkeit gemäß § 3 Abs. 2 BauGB zu wiederholen.;
2024-07-11;Marktgemeinderat;5.4;"Bekanntgabe des Durchführungsvertrages zum vorhabenbezogenen Bebauungsplan ""Schindelberg - Fluhstraße 26"" (ehem. Homberger Hütte) (informativ)";kein beschließender TOP-Titel;1;"Mauz) durch einen Neubau zu ersetzen; es soll eine Tiefgarage e ntstehen und das gemeindliche Nachbargrundstück (Fl.-Nr. 32; Garagenbau) mit in d ie Umbaumaßnahmen eingebunden werden. Ein Umbau des bestehenden Gesch äftshauses „Hugo-von- Königsegg-Straße 5“ zu den erforderlichen Standards ist aus verschiedenen Gründen nicht machbar.";
2024-07-11;Marktgemeinderat;5.5;"Abwägungs- und Satzungsbeschluss zum vorhabenbezogenen Bebauungsplan ""Schindelberg - Fluhstraße 26"" (ehem. Homberger Hütte) (beschließend)";beschließend vorgesehen;1;"Mauz) durch einen Neubau zu ersetzen; es soll eine Tiefgarage e ntstehen und das gemeindliche Nachbargrundstück (Fl.-Nr. 32; Garagenbau) mit in d ie Umbaumaßnahmen eingebunden werden. Ein Umbau des bestehenden Gesch äftshauses „Hugo-von- Königsegg-Straße 5“ zu den erforderlichen Standards ist aus verschiedenen Gründen nicht machbar.";
2024-07-11;Marktgemeinderat;6;Förderung des ländlichen Raums im ELER-Verfahren: Wegebau in Döbelisried, Laufenegg, Hinterreute, Vorderreute - Beschlussfassung (beschließend);beschließend vorgesehen;1;Förderung des ländlichen Raums im ELER-Verfahren: W egebau in Döbelisried, Laufenegg, Hinterreute und Vorderreute Aktuell sind im Flurbereinigungsverfahren der ländl ichen Entwicklung keine Gelder mehr vorhanden. Vom Amt wird deshalb empfohlen sich doch im ELER-Verfahren in der Förderperiode 2023 – 2027 zu bewerben. Hierzu e rfolgt dann die Vergabe der Zuschussgelder nach einem bestimmten Punkterankingv erfahren.;
2024-07-11;Marktgemeinderat;7;Auftragsvergaben (beschließend);beschließend vorgesehen;1;;
2024-07-11;Marktgemeinderat;7.1;Freibad Thalkirchdorf: Heizung / Lüftung / Sanitär / Elektro - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-07-11;Marktgemeinderat;7.2;Freibad Thalkirchdorf: Statik - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-07-11;Marktgemeinderat;7.3;Freibad Thalkirchdorf: Badewassertechnik mit Edelstahlbecken - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-07-11;Marktgemeinderat;7.4;Rathauserweiterung Schloßstraße 6: Planungsleistungen - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-07-11;Marktgemeinderat;7.5;Wasserversorgung: LOS 1 Netzerweiterung Höfen und LOS 2 Sanierung Otto-Keck-Straße BAII - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-07-11;Marktgemeinderat;7.6;Kanalsanierung Weißachtal: Ermächtigung zu Bauleistungen - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-07-11;Marktgemeinderat;8;Ortsdurchfahrt Lindauer Straße: Baustandsbericht - informativ (informativ);kein beschließender TOP-Titel;1;;einstimmig
2024-07-11;Marktgemeinderat;9;Amtliches Ortsverzeichnis für Bayern: Änderung der Schreibweise von Ortsnamen - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-07-11;Marktgemeinderat;10;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;1;;
2024-07-11;Marktgemeinderat;11;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;1;;
2024-06-25;Haupt- und Finanzausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2024-06-25;Haupt- und Finanzausschuss;2;Kindergarten Thalkirchdorf, Ertüchtigung Gruppenraum, Umschichtung von Haushaltsmitteln, Auftragsvergabe, Verpflichtungsermächtigung - Beschlussfassung;kein beschließender TOP-Titel;0;;
2024-06-25;Haupt- und Finanzausschuss;3;Gewährung einer Kreditlinie für den Naturprk Nagelfluhkette e. V. - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-06-25;Haupt- und Finanzausschuss;4;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2024-06-25;Haupt- und Finanzausschuss;5;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2024-06-19;Bau- und Umweltausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2;Bauanträge (beschließend);beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.1;"Am Pfarrhof 1, Fl.-Nr. 27/1, Gemarkung Thalkirchdorf; Energetische Sanierung des ehem. Pfarrhauses Thalkirchdorf und Einbau einer Hackschnitzelheizung (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.2;"Im Dorf 25a, Fl.-Nr. 804/6, Gemarkung Aach i. Allgäu; Anbau zur Wohnraumerweiterung der Wohnung 1 (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.3;"Am Silberbühl 9, Fl.-Nr. 368/38, Gemarkung Oberstaufen; Umnutzung der Einliegerwohnung zu einer Arztpraxis (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.4;"Burgangerweg 37, Fl.-Nr. 711/4, Gemarkung Thalkirchdorf; Nutzungsänderung des bestehenden Untergeschosses zudem Einbau einer Ferienwohnung und einer Festwohnung (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.5;"Kapfweg 7, Fl.-Nr. 165/33, Gemarkung Oberstaufen; Nutzungsänderung eines Raumes in ein Cafe (öffentlich), Hotel Platzhirsch (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.6;"Knechtenhofen 11, Fl.-Nr. 1152/3, Gemarkung Thalkirchdorf; Umbau und Aufstockung des bestehenden Wohnhauses (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.7;"Am Anger 31, Fl.-Nr. 415, Gemarkung Aach; Anbau eines Unterstands für Vieh und die Unterbringung von landw. Geräten";kein beschließender TOP-Titel;0;;
2024-06-19;Bau- und Umweltausschuss;2.8;"Höfen 2, Fl.-Nr. 303, Gemarkung Aach; Einbau einer Garage und Erweiterung einer bestehenden Wohnung (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.9;"Franz-Mader-Weg 9, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Nutzungsänderung von ständigen Wohneinheiten zu gewerblichen Ferienwohnungen (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.9.1;"Franz-Mader-Weg 9, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Wohnung 07, 1. OG Haus A (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.9.2;"Franz-Mader-Weg 9, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Wohnung 03, EG Haus A (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.9.3;"Franz-Mader-Weg 9, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Wohnung 01, EG Haus A (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.9.4;"Franz-Mader-Weg 9, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Wohnung 06, 1. OG Haus A (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.9.5;"Franz-Mader-Weg 9, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Wohnung 04, EG Haus A (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.9.6;"Franz-Mader-Weg 9, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Wohnung 12, 2. OG/DG Haus A (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.9.7;"Franz-Mader-Weg 9, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Wohnung 09, 2. OG/DG Haus A (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.9.8;"Franz-Mader-Weg 9, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Wohnung 11, 2. OG/DG Haus A (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.9.9;"Blumenstraße 6, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Wohnung 23, 2. OG/DG Haus B (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.9.10;"Blumenstraße 6, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Wohnung 16, 2. EG Haus B (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.9.11;"Blumenstraße 6, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Wohnung 20, 1. OG Haus B (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.10;"Stießberg 8, Fl.-Nrn: 718/6, 718/7, 718/9 Gem. Oberstaufen; Abbruch des Wasserhochbehälters und Neubau eines Wohnhauses mit zwei Wohneinheiten und Doppelgarage (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;2.11;"Ludwig-Maier-Weg; Fl.-Nr. 3326 und 350/6 Gem. Oberstaufen; Wohnheim für Asylsuchende (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;3;Bauvoranfragen;kein beschließender TOP-Titel;0;;
2024-06-19;Bau- und Umweltausschuss;3.1;"Burgangerweg 49, Fl.-Nrn. 709/13 u. 709/32, Gemarkung Thalkirchdorf; Neubau eines Wohnhauses (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;4;Auftragsvergaben (beschließend);beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;4.1;APW Nord, PV Anlage (beschließend);beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;4.2;Kanalsanierung Weißachtal, Vergabe Ing. Leistungen (beschließend);beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;4.3;Fahrzeugerwerb (beschließend);beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;5;"BayStrWG; Teileinziehung eines beschränkt öffentlichen Weges - Lindauer Straße / Kalzhofer Straße (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;6;"BayStrWG; Einziehung eines öffentlichen Feld- und Waldweges; Von Gschwend Richtung Irsegund (Blatt Nr. 19 Ob) (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;7;"BayStrWG; Widmung eines öffentlichen Feld- und Waldweges (Art. 53 Nr. 1 BayStrWG) in Gschwend (beschließend)";beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;8;"BayStrWG; Widmung eines beschränkt-öffentlichen Fußweges (Art. 53 Nr. 2 BayStrWG): Willis Richtung Malas";kein beschließender TOP-Titel;0;;
2024-06-19;Bau- und Umweltausschuss;9;"BayStrWG; Umstufung der Gemeindeverbindungsstraße (Blatt 12 Ob) ""Straße in Pfalzen""";kein beschließender TOP-Titel;0;;
2024-06-19;Bau- und Umweltausschuss;10;"BayStrWG; Widmung eines öffentlichen Feld- und Waldweges: Von Willis Richtung Malas";kein beschließender TOP-Titel;0;;
2024-06-19;Bau- und Umweltausschuss;11;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2024-06-19;Bau- und Umweltausschuss;12;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2024-06-19;Bau- und Umweltausschuss;12.1;"Stadt Immenstadt i. Allg.; 15. Änderung des Flächennutzungsplanes im Bereich der ""Mittelstation am Mittagberg"" - frühzeitige Behördenunterrichtung (informativ)";kein beschließender TOP-Titel;0;;
2024-06-19;Bau- und Umweltausschuss;12.2;"Gemeinde Hittisau; Änderung des Flächenwidmungsplanes der Gemeinde Hittisau (informativ)";kein beschließender TOP-Titel;0;;
2024-06-19;Bau- und Umweltausschuss;12.3;"Alpe Gschwendhempfel (auch Alpe Milz genannt), Fl.-Nr. 2312/2, Gemarkung Oberstaufen; Sanierung der bestehenden Terrasse und Änderung der WC-Anlage - Erwirkung der Alpkonzession (informativ)";kein beschließender TOP-Titel;0;;
2024-05-16;Marktgemeinderat;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;1;;
2024-05-16;Marktgemeinderat;2;Niederlegung des Amtes als ehrenamtliches Marktgemeinderatsmitglied durch Hans-Jörg Lingg - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-05-16;Marktgemeinderat;3;Festlegung des Listennachfolgers - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-05-16;Marktgemeinderat;4;Erstellung eines Verkehrs- und Parkraumkonzeptes, Zwischenbericht Bestandsaufnahme;kein beschließender TOP-Titel;1;"Mai 2024 Erstellung eines Verkehrs - und Parkraumkonzeptes; Zwischenbericht zur Bestandsaufnahme Der Markt Oberstaufen beauftragte die Bernard Gruppe ZT GmbH im letzten Jahr mit der Erstellung eines Verkehrs- und Parkraumkonzeptes für den Kernort Oberstaufen.";
2024-05-16;Marktgemeinderat;5;Feststellung und Entlastung der Jahresrechnung 2022 des Marktes Oberstaufen - Beschlussfassung (beschließend);beschließend vorgesehen;1;Feststellung und Entlastung der Jahresrechnung 2022 des Marktes Oberstaufen Der Marktgemeinderat stellte die Jahresrechnung 2022 (Art. 102 GO) mit folgendem Ergebnis fest: der Verwaltungshaushalt fasste Einnahmen und Ausgaben in Höhe von jeweils 26.;
2024-05-16;Marktgemeinderat;6;Bekanntmachung der Jahresrechnung 2023 des Marktes Oberstaufen - Beschlussfassung (beschließend);beschließend vorgesehen;1;Feststellung und Entlastung der Jahresrechnung 2022 des Marktes Oberstaufen Der Marktgemeinderat stellte die Jahresrechnung 2022 (Art. 102 GO) mit folgendem Ergebnis fest: der Verwaltungshaushalt fasste Einnahmen und Ausgaben in Höhe von jeweils 26.;
2024-05-16;Marktgemeinderat;7;"Bauleitplanung; 1. Änderung des Bebauungsplanes ""Auf der Halde"" Wiedemannsdorf - Beratung der verschiedenen Planungsvorschläge zum flächensparenden Bauen (beschließend)";beschließend vorgesehen;1;Änderung des Bebauungsplanes „Auf der Halde“, Wiedemannsdorf – Beratung der verschiedenen Planungsvorschläge zum flächensparenden Bauen In der Sitzung des Marktgemeinderates am 14.09.2023 wurde die Änderung des Bebauungsplanes beschlossen, um eine dichtere Bebauung zu erreichen.;
2024-05-16;Marktgemeinderat;8;"Hugo-v.-Königsegg-Str. 10, Fl.-Nr. 164/7, Gemarkung Oberstaufen; Vorstellung des Konzeptes zur Neubebauung mit einem Geschäftshaus (informativ)";kein beschließender TOP-Titel;1;"Mai 2024 Erstellung eines Verkehrs - und Parkraumkonzeptes; Zwischenbericht zur Bestandsaufnahme Der Markt Oberstaufen beauftragte die Bernard Gruppe ZT GmbH im letzten Jahr mit der Erstellung eines Verkehrs- und Parkraumkonzeptes für den Kernort Oberstaufen.";
2024-05-16;Marktgemeinderat;9;Errichtung einer Freiflächen-Photovoltaik-Anlage im Moos - Beschlussfassung (beschließend);beschließend vorgesehen;1;- 5 - Errichtung einer Freiflächen-Photovoltaik-Anlage im Moos Im Bereich Im Moos soll von einem Privateigentümer eine privilegierte Freiflächen - Photovoltaik-Anlage entlang der Bahnlinie entstehen. Direkt anschließend befindet sich eine Fläche des Marktes mit ca. 900 m², die sich ebenfalls anbieten würde. Der Marktgemeinderat steht dem privilegierten Projekt positiv gegenüber und beschloss einstimmig die gemeindlic;einstimmig
2024-05-16;Marktgemeinderat;10;Kindertagesstätten (informativ);kein beschließender TOP-Titel;1;;
2024-05-16;Marktgemeinderat;10.1;Örtliche Bedarfsplanung für das Jahr 2024/2025 - Beschlussfassung (beschließend);beschließend vorgesehen;1;"Mai 2024 Erstellung eines Verkehrs - und Parkraumkonzeptes; Zwischenbericht zur Bestandsaufnahme Der Markt Oberstaufen beauftragte die Bernard Gruppe ZT GmbH im letzten Jahr mit der Erstellung eines Verkehrs- und Parkraumkonzeptes für den Kernort Oberstaufen.";
2024-05-16;Marktgemeinderat;10.2;Neuerlass der Gebührensatzung für den Kindergarten Thalkirchdorf und Naturkindergarten - Beschlussfassung (beschließend);beschließend vorgesehen;1;Peter und Paul, Oberstaufen 3 Krippengruppen zu je 12 Plätzen 36 Krippenplätze Kindergarten Thalkirchdorf 1 Krippengruppe mit 12 Plätzen 12 Krippenplätze Gesamt 48 Krippenplätze Kindergartenplätze für über 3 -jährige Kinder bis zum Schuleintritt in Tageseinrichtungen St. Peter und Paul 4 Regelgruppen zu je 25 Plätzen 1 Inklusionsgruppe zu 15 Plätze 110 Kindergartenplätze 15 Kindergartenplätze Thalkirchdorf 3 Regelgru;
2024-05-16;Marktgemeinderat;11;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;1;"Mai 2024 Erstellung eines Verkehrs - und Parkraumkonzeptes; Zwischenbericht zur Bestandsaufnahme Der Markt Oberstaufen beauftragte die Bernard Gruppe ZT GmbH im letzten Jahr mit der Erstellung eines Verkehrs- und Parkraumkonzeptes für den Kernort Oberstaufen. Einen Zwischenbericht zur bisher durchgeführten Analyse der Verkehrsströme und der Parkraumnutzung gab es dazu jetzt in der Marktgemeinderatssitzung.";
2024-05-16;Marktgemeinderat;12;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;1;;
2024-04-29;Tourismusausschuss;1;Anträge zur Tagesordnung;kein beschließender TOP-Titel;0;;
2024-04-29;Tourismusausschuss;2;Genehmigung der letzten öffentlichen Sitzungsniederschrift;kein beschließender TOP-Titel;0;;
2024-04-29;Tourismusausschuss;3;Analyse Tourismusjahr 2023 - Ausblick 2024: Zahlen, Daten, Fakten (informativ);kein beschließender TOP-Titel;0;;
2024-04-29;Tourismusausschuss;4;"Dynamische Daten im Tourismus: Neues Beratungsformat mit ""myrate"" (informativ)";kein beschließender TOP-Titel;0;;
2024-04-29;Tourismusausschuss;5;Einblick und Auswertung Marketing- und Vertriebsmaßnahmen (informativ);kein beschließender TOP-Titel;0;;
2024-04-29;Tourismusausschuss;6;Anfragen und Bekanntgaben;kein beschließender TOP-Titel;0;;
2024-04-17;Bau- und Umweltausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;2;Bauanträge (beschließend);beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;2.1;"Auf der Höh 2a, Fl.-Nrn. 187/10 ud 186/14, Gemarkung Oberstaufen; Abbruch des bestehenden Wohnhauses und Neuerrichtung eines Mehrfamilienhauses mit 16 Wohneinheiten und Tiefgarage (beschließend)";beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;2.2;"Zell 5, Fl.-Nr. 3383, Gemarkung Oberstaufen; Erweiterung Stallgebäude und Einbau Verarbeitungsraum (beschließend)";beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;2.3;"Höfen, Fl.-Nr. 323/1, Gemarkung Aach i. Allg.; Anbau einer Maschinenhalle (beschließend)";beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;2.4;"Stießberg 7, Fl.-Nr. 714/3, Gemarkung Oberstaufen; Abbruch vorhandenes Wohnhaus - Neubau Mehrfamilienhaus mit 2 Mietwohnungen und einer Ferienwohnung (beschließend)";beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;2.5;"Unterdorf 11c, Fl.-Nr. 439/18, Gemarkung Aach i. Allg.; Neubau eines Ferienhauses (beschließend)";beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;2.6;"Am Anger 30, Fl.-Nr. 417/11, Gemarkung Aach i. Allg.; Erweiterung der bestehenden Außensauna um einen Ruheraum (beschließend)";beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;2.7;"Unterdorf, Fl.-Nr. 439/3 Gem. Aach i. Allg.; Errichtung eines Lagerraums für Kraftfahrzeuge (beschließend)";beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;3;Bauvoranfragen;kein beschließender TOP-Titel;0;;
2024-04-17;Bau- und Umweltausschuss;3.1;"Schloßstraße 7, Fl.-Nr. 127, Gemarkung Oberstaufen; Nutzungsänderung eines Ladengeschäftes in ein Tagescafé (beschließend)";beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;3.2;"Hinterstaufen 10, Fl.-Nr. 2047, Gemarkung Oberstaufen; Neubau eines Lift- und Infrastrukturgebäudes ""Kinderland"" (beschließend)";beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;3.3;"Ortsteil Hinterstaufen, Fl.-Nrn. 63/101 und 2046/4, Gemarkung Oberstaufen; Errichtung von zwei Wohnhäusern mit Mitarbeiterwohnungen (15 WE) (beschließend)";beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;3.4;"Lindauer Straße 12, Fl.-Nr. 45, Gemarkung Oberstaufen; Nutzungsänderung eines Ladengeschäftes in eine Vinothek mit Ausschank sowie Nutzungsänderung von Lagerräumen im 1. OG in Praxisräume (beschließend)";beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;4;Auftragsvergaben (beschließend);beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;4.1;Neubau Rückeweg Kapf;kein beschließender TOP-Titel;0;;
2024-04-17;Bau- und Umweltausschuss;5;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;6;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2024-04-17;Bau- und Umweltausschuss;6.1;BayStrWG ->Teileinziehung eines beschränkt öffentlichen Weges - Lindauer Straße/Kalzhofer Straße (beschließend);beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;6.2;BayStrWG ->Einziehung eines öffentlichen Feld- und Waldweges: Von Gschwend Richtung Irsengund (Blatt Nr. 19 Ob) (beschließend);beschließend vorgesehen;0;;
2024-04-17;Bau- und Umweltausschuss;6.3;"Einbeziehungssatzung ""Salmas Nord"" -> Vorstellung des Bauvorhabens (informativ)";kein beschließender TOP-Titel;0;;
2024-04-11;Marktgemeinderat;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;1;;
2024-04-11;Marktgemeinderat;2;Einzelhandels- und Gastronomiekonzept: Zwischenbericht Bestandserhebung, Ergebnisse der Umfrage - informativ (informativ);kein beschließender TOP-Titel;1;April 2024 Einzelhandels- und Gastronomiekonzept: Zwischenbericht Bestandserhebung und Ergebnisse der Umfrage Der Markt Oberstaufen beauftragte die Gesellschaft für Markt - und Absatzforschung mbH (GMA) zur Erstellung eines Einzelhandels - und Gastronomiekonzeptes für das Ortszentrum Oberstaufen.;
2024-04-11;Marktgemeinderat;3;Bauleitplanung;kein beschließender TOP-Titel;1;;
2024-04-11;Marktgemeinderat;3.1;"Abwägungsbeschluss der Eingaben und Einwendungen aus der frühzeitigen Beteiligung; Billigungs- und Auslegungsbeschluss zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes ""Schlossberg Resort"" (beschließend)";beschließend vorgesehen;1;"Abwägungsbeschluss der Eingaben und Einwendungen aus der frühzeitigen Beteiligung; Billigungs - und Auslegungsbeschluss zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes „Schlossberg Resort“ 1.";
2024-04-11;Marktgemeinderat;3.2;"Abwägungsbeschluss der Eingaben und Einwendungen aus der frühzeitigen Beteiligung; Billigungs- und Auslegungsbeschluss zum vorhabenbezogenen Bebauungsplan ""Schlossberg Resort"", Stießberg; zugleich 4. Änderung des Bebauungsplanes Stießberg (beschließend)";beschließend vorgesehen;1;"Abwägungsbeschluss der Eingaben und Einwendungen aus der frühzeitigen Beteiligung; Billigungs - und Auslegungsbeschluss zur 17. Änderung des Flächennutzungsplanes im Bereich des vorhabenbezogenen Bebauungsplanes „Schlossberg Resort“ 1.";
2024-04-11;Marktgemeinderat;4;Auftragsvergaben (beschließend);beschließend vorgesehen;1;;
